Date,Time,Weather,Temp,Rain,Cloud,Pressure,Wind,Gust
2/3/2010,18:00,Clear,25 °c,"0.0
mm",4%,1011 mb,15 km/h,30 km/h
2/3/2010,21:00,Clear,23 °c,"0.0
mm",14%,1013 mb,9 km/h,27 km/h
2/4/2010,0:00,Patchy rain possible,22 °c,"0.1
mm",77%,1013 mb,5 km/h,20 km/h
2/4/2010,3:00,Partly cloudy,21 °c,"0.0
mm",42%,1013 mb,7 km/h,12 km/h
2/4/2010,6:00,Cloudy,21 °c,"0.0
mm",77%,1014 mb,11 km/h,19 km/h
2/4/2010,9:00,Patchy rain possible,25 °c,"0.3
mm",80%,1014 mb,10 km/h,27 km/h
2/4/2010,12:00,Patchy rain possible,27 °c,"0.2
mm",55%,1013 mb,14 km/h,32 km/h
2/4/2010,15:00,Partly cloudy,28 °c,"0.0
mm",31%,1011 mb,18 km/h,31 km/h
2/4/2010,18:00,Partly cloudy,24 °c,"0.0
mm",51%,1012 mb,16 km/h,33 km/h
2/4/2010,21:00,Partly cloudy,23 °c,"0.0
mm",31%,1013 mb,10 km/h,30 km/h
2/5/2010,0:00,Partly cloudy,22 °c,"0.0
mm",33%,1013 mb,10 km/h,22 km/h
2/5/2010,3:00,Cloudy,22 °c,"0.0
mm",72%,1011 mb,9 km/h,19 km/h
2/5/2010,6:00,Cloudy,22 °c,"0.0
mm",79%,1013 mb,9 km/h,19 km/h
2/5/2010,9:00,Patchy rain possible,25 °c,"0.2
mm",68%,1014 mb,13 km/h,27 km/h
2/5/2010,12:00,Patchy rain possible,27 °c,"0.2
mm",76%,1012 mb,14 km/h,26 km/h
2/5/2010,15:00,Sunny,28 °c,"0.0
mm",20%,1010 mb,15 km/h,34 km/h
2/5/2010,18:00,Clear,24 °c,"0.0
mm",24%,1011 mb,14 km/h,29 km/h
2/5/2010,21:00,Partly cloudy,22 °c,"0.0
mm",47%,1013 mb,11 km/h,29 km/h
2/6/2010,0:00,Partly cloudy,22 °c,"0.0
mm",51%,1013 mb,11 km/h,23 km/h
2/6/2010,3:00,Cloudy,22 °c,"0.0
mm",84%,1012 mb,8 km/h,14 km/h
2/6/2010,6:00,Cloudy,22 °c,"0.0
mm",69%,1013 mb,9 km/h,16 km/h
2/6/2010,9:00,Partly cloudy,26 °c,"0.0
mm",32%,1014 mb,9 km/h,22 km/h
2/6/2010,12:00,Sunny,29 °c,"0.0
mm",23%,1012 mb,12 km/h,22 km/h
2/6/2010,15:00,Sunny,30 °c,"0.0
mm",13%,1011 mb,15 km/h,21 km/h
2/6/2010,18:00,Clear,25 °c,"0.0
mm",15%,1012 mb,13 km/h,26 km/h
2/6/2010,21:00,Partly cloudy,23 °c,"0.0
mm",33%,1013 mb,10 km/h,21 km/h
2/7/2010,0:00,Partly cloudy,23 °c,"0.0
mm",34%,1013 mb,6 km/h,16 km/h
2/7/2010,3:00,Overcast,22 °c,"0.0
mm",100%,1014 mb,5 km/h,12 km/h
2/7/2010,6:00,Patchy rain possible,22 °c,"0.1
mm",73%,1015 mb,5 km/h,8 km/h
2/7/2010,9:00,Sunny,25 °c,"0.0
mm",15%,1015 mb,5 km/h,12 km/h
2/7/2010,12:00,Patchy rain possible,27 °c,"0.1
mm",81%,1013 mb,10 km/h,16 km/h
2/7/2010,15:00,Sunny,29 °c,"0.0
mm",8%,1011 mb,14 km/h,18 km/h
2/7/2010,18:00,Clear,24 °c,"0.0
mm",12%,1012 mb,12 km/h,19 km/h
2/7/2010,21:00,Partly cloudy,23 °c,"0.0
mm",33%,1014 mb,8 km/h,18 km/h
2/8/2010,0:00,Partly cloudy,22 °c,"0.0
mm",26%,1013 mb,6 km/h,15 km/h
2/8/2010,3:00,Overcast,21 °c,"0.0
mm",100%,1013 mb,4 km/h,14 km/h
2/8/2010,6:00,Partly cloudy,21 °c,"0.0
mm",29%,1013 mb,9 km/h,15 km/h
2/8/2010,9:00,Sunny,26 °c,"0.0
mm",9%,1013 mb,8 km/h,27 km/h
2/8/2010,12:00,Sunny,29 °c,"0.0
mm",8%,1011 mb,9 km/h,29 km/h
2/8/2010,15:00,Sunny,32 °c,"0.0
mm",7%,1008 mb,11 km/h,26 km/h
2/8/2010,18:00,Clear,26 °c,"0.0
mm",6%,1009 mb,15 km/h,27 km/h
2/8/2010,21:00,Clear,24 °c,"0.0
mm",15%,1010 mb,11 km/h,24 km/h
2/9/2010,0:00,Clear,24 °c,"0.0
mm",1%,1010 mb,8 km/h,25 km/h
2/9/2010,3:00,Clear,24 °c,"0.0
mm",0%,1010 mb,6 km/h,21 km/h
2/9/2010,6:00,Clear,23 °c,"0.0
mm",0%,1010 mb,11 km/h,15 km/h
2/9/2010,9:00,Sunny,27 °c,"0.0
mm",0%,1011 mb,6 km/h,12 km/h
2/9/2010,12:00,Sunny,32 °c,"0.0
mm",2%,1009 mb,8 km/h,23 km/h
2/9/2010,15:00,Sunny,34 °c,"0.0
mm",3%,1007 mb,10 km/h,25 km/h
2/9/2010,18:00,Clear,27 °c,"0.0
mm",3%,1007 mb,17 km/h,33 km/h
2/9/2010,21:00,Clear,26 °c,"0.0
mm",2%,1009 mb,10 km/h,28 km/h
2/10/2010,0:00,Clear,25 °c,"0.0
mm",1%,1009 mb,10 km/h,27 km/h
2/10/2010,3:00,Clear,23 °c,"0.0
mm",0%,1008 mb,8 km/h,23 km/h
2/10/2010,6:00,Clear,22 °c,"0.0
mm",0%,1008 mb,8 km/h,21 km/h
2/10/2010,9:00,Sunny,28 °c,"0.0
mm",6%,1010 mb,7 km/h,24 km/h
2/10/2010,12:00,Sunny,33 °c,"0.0
mm",3%,1008 mb,9 km/h,28 km/h
2/10/2010,15:00,Sunny,35 °c,"0.0
mm",0%,1006 mb,10 km/h,24 km/h
2/10/2010,18:00,Clear,30 °c,"0.0
mm",0%,1007 mb,15 km/h,33 km/h
2/10/2010,21:00,Clear,27 °c,"0.0
mm",0%,1009 mb,10 km/h,23 km/h
2/11/2010,0:00,Clear,25 °c,"0.0
mm",0%,1010 mb,7 km/h,17 km/h
2/11/2010,3:00,Clear,24 °c,"0.0
mm",0%,1009 mb,6 km/h,14 km/h
2/11/2010,6:00,Clear,22 °c,"0.0
mm",0%,1010 mb,4 km/h,10 km/h
2/11/2010,9:00,Sunny,28 °c,"0.0
mm",0%,1012 mb,6 km/h,12 km/h
2/11/2010,12:00,Sunny,34 °c,"0.0
mm",0%,1011 mb,6 km/h,11 km/h
2/11/2010,15:00,Sunny,36 °c,"0.0
mm",0%,1009 mb,6 km/h,12 km/h
2/11/2010,18:00,Clear,31 °c,"0.0
mm",0%,1009 mb,14 km/h,23 km/h
2/11/2010,21:00,Clear,27 °c,"0.0
mm",0%,1011 mb,6 km/h,14 km/h
2/12/2010,0:00,Clear,24 °c,"0.0
mm",0%,1012 mb,7 km/h,27 km/h
2/12/2010,3:00,Partly cloudy,20 °c,"0.0
mm",51%,1015 mb,16 km/h,37 km/h
2/12/2010,6:00,Patchy rain possible,18 °c,"0.1
mm",80%,1019 mb,18 km/h,28 km/h
2/12/2010,9:00,Patchy rain possible,16 °c,"0.1
mm",89%,1021 mb,12 km/h,22 km/h
2/12/2010,12:00,Overcast,17 °c,"0.0
mm",94%,1020 mb,9 km/h,25 km/h
2/12/2010,15:00,Overcast,17 °c,"0.0
mm",99%,1018 mb,6 km/h,22 km/h
2/12/2010,18:00,Overcast,16 °c,"0.0
mm",100%,1020 mb,5 km/h,14 km/h
2/12/2010,21:00,Overcast,16 °c,"0.0
mm",100%,1021 mb,5 km/h,12 km/h
2/13/2010,0:00,Patchy rain possible,14 °c,"0.2
mm",100%,1020 mb,6 km/h,9 km/h
2/13/2010,3:00,Overcast,15 °c,"0.0
mm",100%,1019 mb,5 km/h,13 km/h
2/13/2010,6:00,Patchy rain possible,14 °c,"0.1
mm",86%,1020 mb,8 km/h,11 km/h
2/13/2010,9:00,Overcast,14 °c,"0.0
mm",95%,1020 mb,6 km/h,12 km/h
2/13/2010,12:00,Cloudy,17 °c,"0.0
mm",75%,1017 mb,7 km/h,12 km/h
2/13/2010,15:00,Partly cloudy,18 °c,"0.0
mm",55%,1014 mb,8 km/h,16 km/h
2/13/2010,18:00,Cloudy,17 °c,"0.0
mm",66%,1014 mb,6 km/h,21 km/h
2/13/2010,21:00,Overcast,16 °c,"0.0
mm",95%,1014 mb,4 km/h,12 km/h
2/14/2010,0:00,Overcast,17 °c,"0.0
mm",95%,1013 mb,4 km/h,10 km/h
2/14/2010,3:00,Patchy rain possible,17 °c,"0.1
mm",92%,1013 mb,6 km/h,8 km/h
2/14/2010,6:00,Overcast,17 °c,"0.0
mm",93%,1015 mb,6 km/h,8 km/h
2/14/2010,9:00,Cloudy,18 °c,"0.0
mm",85%,1015 mb,5 km/h,11 km/h
2/14/2010,12:00,Cloudy,20 °c,"0.0
mm",78%,1013 mb,8 km/h,15 km/h
2/14/2010,15:00,Cloudy,19 °c,"0.0
mm",71%,1011 mb,11 km/h,17 km/h
2/14/2010,18:00,Overcast,17 °c,"0.0
mm",92%,1013 mb,10 km/h,19 km/h
2/14/2010,21:00,Overcast,16 °c,"0.0
mm",89%,1015 mb,5 km/h,12 km/h
2/15/2010,0:00,Patchy rain possible,15 °c,"0.2
mm",92%,1016 mb,4 km/h,12 km/h
2/15/2010,3:00,Patchy rain possible,14 °c,"0.3
mm",100%,1015 mb,8 km/h,15 km/h
2/15/2010,6:00,Patchy rain possible,13 °c,"0.1
mm",100%,1018 mb,12 km/h,16 km/h
2/15/2010,9:00,Overcast,14 °c,"0.0
mm",100%,1020 mb,6 km/h,15 km/h
2/15/2010,12:00,Overcast,15 °c,"0.0
mm",88%,1018 mb,7 km/h,15 km/h
2/15/2010,15:00,Cloudy,15 °c,"0.0
mm",76%,1016 mb,7 km/h,14 km/h
2/15/2010,18:00,Overcast,15 °c,"0.0
mm",94%,1018 mb,10 km/h,13 km/h
2/15/2010,21:00,Overcast,14 °c,"0.0
mm",87%,1021 mb,4 km/h,10 km/h
2/16/2010,0:00,Patchy rain possible,13 °c,"0.2
mm",100%,1021 mb,7 km/h,15 km/h
2/16/2010,3:00,Overcast,12 °c,"0.0
mm",100%,1021 mb,10 km/h,19 km/h
2/16/2010,6:00,Overcast,11 °c,"0.0
mm",100%,1023 mb,8 km/h,15 km/h
2/16/2010,9:00,Overcast,11 °c,"0.0
mm",99%,1024 mb,5 km/h,14 km/h
2/16/2010,12:00,Cloudy,12 °c,"0.0
mm",78%,1022 mb,6 km/h,18 km/h
2/16/2010,15:00,Partly cloudy,13 °c,"0.0
mm",57%,1018 mb,6 km/h,11 km/h
2/16/2010,18:00,Cloudy,13 °c,"0.0
mm",62%,1019 mb,4 km/h,6 km/h
2/16/2010,21:00,Partly cloudy,13 °c,"0.0
mm",55%,1021 mb,2 km/h,7 km/h
2/17/2010,0:00,Overcast,13 °c,"0.0
mm",99%,1022 mb,3 km/h,9 km/h
2/17/2010,3:00,Overcast,12 °c,"0.0
mm",100%,1022 mb,11 km/h,16 km/h
2/17/2010,6:00,Overcast,10 °c,"0.0
mm",100%,1024 mb,10 km/h,20 km/h
2/17/2010,9:00,Overcast,10 °c,"0.0
mm",100%,1026 mb,8 km/h,23 km/h
2/17/2010,12:00,Overcast,11 °c,"0.0
mm",91%,1024 mb,6 km/h,23 km/h
2/17/2010,15:00,Cloudy,12 °c,"0.0
mm",82%,1021 mb,5 km/h,20 km/h
2/17/2010,18:00,Overcast,12 °c,"0.0
mm",95%,1023 mb,0 km/h,8 km/h
2/17/2010,21:00,Overcast,12 °c,"0.0
mm",100%,1024 mb,4 km/h,6 km/h
2/18/2010,0:00,Overcast,11 °c,"0.0
mm",100%,1023 mb,3 km/h,4 km/h
2/18/2010,3:00,Overcast,11 °c,"0.0
mm",100%,1023 mb,7 km/h,10 km/h
2/18/2010,6:00,Overcast,10 °c,"0.0
mm",100%,1024 mb,8 km/h,12 km/h
2/18/2010,9:00,Overcast,11 °c,"0.0
mm",100%,1026 mb,6 km/h,20 km/h
2/18/2010,12:00,Overcast,12 °c,"0.0
mm",100%,1024 mb,6 km/h,22 km/h
2/18/2010,15:00,Overcast,12 °c,"0.0
mm",100%,1022 mb,7 km/h,21 km/h
2/18/2010,18:00,Overcast,11 °c,"0.0
mm",100%,1023 mb,1 km/h,13 km/h
2/18/2010,21:00,Overcast,11 °c,"0.0
mm",89%,1024 mb,5 km/h,7 km/h
2/19/2010,0:00,Overcast,10 °c,"0.0
mm",100%,1025 mb,4 km/h,10 km/h
2/19/2010,3:00,Overcast,10 °c,"0.0
mm",100%,1024 mb,8 km/h,16 km/h
2/19/2010,6:00,Overcast,10 °c,"0.0
mm",100%,1026 mb,5 km/h,12 km/h
2/19/2010,9:00,Moderate rain at times,11 °c,"0.6
mm",51%,1027 mb,5 km/h,13 km/h
2/19/2010,12:00,Heavy rain at times,14 °c,"1.2
mm",85%,1024 mb,4 km/h,19 km/h
2/19/2010,15:00,Partly cloudy,16 °c,"0.0
mm",44%,1019 mb,3 km/h,15 km/h
2/19/2010,18:00,Partly cloudy,13 °c,"0.0
mm",33%,1020 mb,3 km/h,10 km/h
2/19/2010,21:00,Partly cloudy,11 °c,"0.0
mm",33%,1020 mb,5 km/h,11 km/h
2/20/2010,0:00,Partly cloudy,10 °c,"0.0
mm",41%,1019 mb,5 km/h,10 km/h
2/20/2010,3:00,Partly cloudy,10 °c,"0.0
mm",36%,1018 mb,2 km/h,4 km/h
2/20/2010,6:00,Partly cloudy,12 °c,"0.0
mm",51%,1019 mb,2 km/h,3 km/h
2/20/2010,9:00,Cloudy,15 °c,"0.0
mm",74%,1020 mb,2 km/h,7 km/h
2/20/2010,12:00,Partly cloudy,18 °c,"0.0
mm",49%,1017 mb,6 km/h,12 km/h
2/20/2010,15:00,Sunny,21 °c,"0.0
mm",24%,1015 mb,9 km/h,15 km/h
2/20/2010,18:00,Partly cloudy,17 °c,"0.0
mm",40%,1016 mb,7 km/h,13 km/h
2/20/2010,21:00,Cloudy,15 °c,"0.0
mm",68%,1017 mb,5 km/h,9 km/h
2/21/2010,0:00,Overcast,14 °c,"0.0
mm",100%,1017 mb,2 km/h,4 km/h
2/21/2010,3:00,Overcast,14 °c,"0.0
mm",88%,1016 mb,4 km/h,7 km/h
2/21/2010,6:00,Overcast,14 °c,"0.0
mm",97%,1016 mb,1 km/h,1 km/h
2/21/2010,9:00,Overcast,17 °c,"0.0
mm",100%,1017 mb,2 km/h,2 km/h
2/21/2010,12:00,Cloudy,20 °c,"0.0
mm",67%,1014 mb,6 km/h,7 km/h
2/21/2010,15:00,Partly cloudy,20 °c,"0.0
mm",34%,1011 mb,10 km/h,12 km/h
2/21/2010,18:00,Cloudy,19 °c,"0.0
mm",66%,1012 mb,2 km/h,10 km/h
2/21/2010,21:00,Overcast,17 °c,"0.0
mm",90%,1014 mb,5 km/h,9 km/h
2/22/2010,0:00,Cloudy,18 °c,"0.0
mm",74%,1015 mb,5 km/h,7 km/h
2/22/2010,3:00,Cloudy,18 °c,"0.0
mm",71%,1015 mb,8 km/h,12 km/h
2/22/2010,6:00,Cloudy,17 °c,"0.0
mm",68%,1016 mb,6 km/h,8 km/h
2/22/2010,9:00,Partly cloudy,19 °c,"0.0
mm",37%,1016 mb,2 km/h,13 km/h
2/22/2010,12:00,Sunny,23 °c,"0.0
mm",18%,1014 mb,4 km/h,12 km/h
2/22/2010,15:00,Sunny,25 °c,"0.0
mm",0%,1012 mb,6 km/h,7 km/h
2/22/2010,18:00,Clear,23 °c,"0.0
mm",0%,1012 mb,5 km/h,6 km/h
2/22/2010,21:00,Clear,19 °c,"0.0
mm",5%,1014 mb,6 km/h,10 km/h
2/23/2010,0:00,Overcast,18 °c,"0.0
mm",100%,1013 mb,5 km/h,10 km/h
2/23/2010,3:00,Overcast,17 °c,"0.0
mm",100%,1013 mb,3 km/h,5 km/h
2/23/2010,6:00,Overcast,18 °c,"0.0
mm",100%,1013 mb,1 km/h,5 km/h
2/23/2010,9:00,Cloudy,20 °c,"0.0
mm",83%,1014 mb,1 km/h,7 km/h
2/23/2010,12:00,Patchy rain possible,24 °c,"0.1
mm",86%,1011 mb,8 km/h,15 km/h
2/23/2010,15:00,Sunny,25 °c,"0.0
mm",17%,1008 mb,14 km/h,17 km/h
2/23/2010,18:00,Clear,24 °c,"0.0
mm",4%,1007 mb,6 km/h,24 km/h
2/23/2010,21:00,Clear,22 °c,"0.0
mm",4%,1009 mb,10 km/h,19 km/h
2/24/2010,0:00,Clear,21 °c,"0.0
mm",9%,1008 mb,9 km/h,16 km/h
2/24/2010,3:00,Clear,19 °c,"0.0
mm",19%,1006 mb,6 km/h,10 km/h
2/24/2010,6:00,Clear,20 °c,"0.0
mm",5%,1006 mb,2 km/h,7 km/h
2/24/2010,9:00,Sunny,23 °c,"0.0
mm",3%,1007 mb,5 km/h,12 km/h
2/24/2010,12:00,Sunny,29 °c,"0.0
mm",3%,1005 mb,7 km/h,12 km/h
2/24/2010,15:00,Sunny,32 °c,"0.0
mm",3%,1003 mb,8 km/h,16 km/h
2/24/2010,18:00,Clear,29 °c,"0.0
mm",1%,1004 mb,9 km/h,20 km/h
2/24/2010,21:00,Clear,26 °c,"0.0
mm",0%,1006 mb,8 km/h,15 km/h
2/25/2010,0:00,Clear,22 °c,"0.0
mm",5%,1006 mb,6 km/h,14 km/h
2/25/2010,3:00,Partly cloudy,19 °c,"0.0
mm",45%,1004 mb,7 km/h,15 km/h
2/25/2010,6:00,Partly cloudy,19 °c,"0.0
mm",32%,1006 mb,6 km/h,12 km/h
2/25/2010,9:00,Sunny,24 °c,"0.0
mm",22%,1009 mb,5 km/h,11 km/h
2/25/2010,12:00,Sunny,33 °c,"0.0
mm",20%,1007 mb,5 km/h,10 km/h
2/25/2010,15:00,Sunny,35 °c,"0.0
mm",17%,1004 mb,5 km/h,18 km/h
2/25/2010,18:00,Clear,28 °c,"0.0
mm",11%,1004 mb,14 km/h,17 km/h
2/25/2010,21:00,Clear,26 °c,"0.0
mm",0%,1007 mb,6 km/h,12 km/h
2/26/2010,0:00,Clear,23 °c,"0.0
mm",0%,1007 mb,5 km/h,8 km/h
2/26/2010,3:00,Clear,19 °c,"0.0
mm",2%,1006 mb,4 km/h,6 km/h
2/26/2010,6:00,Clear,20 °c,"0.0
mm",0%,1007 mb,2 km/h,2 km/h
2/26/2010,9:00,Sunny,27 °c,"0.0
mm",0%,1009 mb,6 km/h,7 km/h
2/26/2010,12:00,Sunny,35 °c,"0.0
mm",0%,1007 mb,6 km/h,12 km/h
2/26/2010,15:00,Sunny,36 °c,"0.0
mm",0%,1004 mb,5 km/h,18 km/h
2/26/2010,18:00,Clear,30 °c,"0.0
mm",0%,1004 mb,14 km/h,23 km/h
2/26/2010,21:00,Clear,27 °c,"0.0
mm",0%,1006 mb,8 km/h,15 km/h
2/27/2010,0:00,Clear,24 °c,"0.0
mm",0%,1007 mb,4 km/h,7 km/h
2/27/2010,3:00,Clear,22 °c,"0.0
mm",3%,1006 mb,1 km/h,2 km/h
2/27/2010,6:00,Clear,19 °c,"0.0
mm",0%,1008 mb,3 km/h,3 km/h
2/27/2010,9:00,Sunny,26 °c,"0.0
mm",2%,1010 mb,5 km/h,10 km/h
2/27/2010,12:00,Sunny,32 °c,"0.0
mm",3%,1008 mb,6 km/h,12 km/h
2/27/2010,15:00,Sunny,34 °c,"0.0
mm",3%,1005 mb,7 km/h,14 km/h
2/27/2010,18:00,Clear,28 °c,"0.0
mm",2%,1006 mb,14 km/h,23 km/h
2/27/2010,21:00,Clear,25 °c,"0.0
mm",6%,1009 mb,10 km/h,19 km/h
2/28/2010,0:00,Clear,22 °c,"0.0
mm",5%,1010 mb,9 km/h,15 km/h
2/28/2010,3:00,Clear,23 °c,"0.0
mm",7%,1009 mb,6 km/h,13 km/h
2/28/2010,6:00,Clear,22 °c,"0.0
mm",7%,1010 mb,4 km/h,10 km/h
2/28/2010,9:00,Sunny,27 °c,"0.0
mm",6%,1011 mb,6 km/h,14 km/h
2/28/2010,12:00,Sunny,31 °c,"0.0
mm",8%,1009 mb,11 km/h,14 km/h
2/28/2010,15:00,Sunny,33 °c,"0.0
mm",10%,1007 mb,16 km/h,26 km/h
2/28/2010,18:00,Sunny,29 °c,"0.0
mm",6%,1008 mb,14 km/h,25 km/h
2/28/2010,21:00,Clear,25 °c,"0.0
mm",9%,1011 mb,12 km/h,21 km/h
3/1/2010,0:00,Clear,25 °c,"0.0
mm",3%,1011 mb,9 km/h,13 km/h
3/1/2010,3:00,Clear,24 °c,"0.0
mm",13%,1010 mb,5 km/h,13 km/h
3/1/2010,6:00,Clear,24 °c,"0.0
mm",6%,1011 mb,7 km/h,10 km/h
3/1/2010,9:00,Sunny,27 °c,"0.0
mm",2%,1012 mb,7 km/h,12 km/h
3/1/2010,12:00,Sunny,31 °c,"0.0
mm",3%,1009 mb,8 km/h,10 km/h
3/1/2010,15:00,Sunny,34 °c,"0.0
mm",4%,1005 mb,9 km/h,17 km/h
3/1/2010,18:00,Sunny,30 °c,"0.0
mm",2%,1006 mb,13 km/h,25 km/h
3/1/2010,21:00,Clear,26 °c,"0.0
mm",2%,1009 mb,10 km/h,17 km/h
3/2/2010,0:00,Clear,25 °c,"0.0
mm",0%,1008 mb,6 km/h,12 km/h
3/2/2010,3:00,Clear,24 °c,"0.0
mm",0%,1007 mb,5 km/h,6 km/h
3/2/2010,6:00,Clear,24 °c,"0.0
mm",0%,1009 mb,5 km/h,5 km/h
3/2/2010,9:00,Sunny,28 °c,"0.0
mm",0%,1009 mb,5 km/h,6 km/h
3/2/2010,12:00,Sunny,33 °c,"0.0
mm",0%,1006 mb,7 km/h,13 km/h
3/2/2010,15:00,Sunny,37 °c,"0.0
mm",0%,1004 mb,9 km/h,22 km/h
3/2/2010,18:00,Sunny,31 °c,"0.0
mm",0%,1005 mb,17 km/h,31 km/h
3/2/2010,21:00,Clear,27 °c,"0.0
mm",0%,1007 mb,12 km/h,25 km/h
3/3/2010,0:00,Clear,25 °c,"0.0
mm",0%,1006 mb,9 km/h,18 km/h
3/3/2010,3:00,Clear,24 °c,"0.0
mm",0%,1004 mb,6 km/h,12 km/h
3/3/2010,6:00,Clear,24 °c,"0.0
mm",0%,1006 mb,3 km/h,7 km/h
3/3/2010,9:00,Sunny,29 °c,"0.0
mm",0%,1009 mb,3 km/h,8 km/h
3/3/2010,12:00,Sunny,34 °c,"0.0
mm",1%,1006 mb,6 km/h,11 km/h
3/3/2010,15:00,Sunny,37 °c,"0.0
mm",2%,1003 mb,9 km/h,17 km/h
3/3/2010,18:00,Sunny,31 °c,"0.0
mm",0%,1004 mb,19 km/h,35 km/h
3/3/2010,21:00,Clear,28 °c,"0.0
mm",0%,1007 mb,11 km/h,23 km/h
3/4/2010,0:00,Clear,26 °c,"0.0
mm",0%,1007 mb,8 km/h,16 km/h
3/4/2010,3:00,Clear,24 °c,"0.0
mm",0%,1006 mb,5 km/h,11 km/h
3/4/2010,6:00,Clear,22 °c,"0.0
mm",7%,1007 mb,3 km/h,7 km/h
3/4/2010,9:00,Sunny,29 °c,"0.0
mm",0%,1007 mb,3 km/h,8 km/h
3/4/2010,12:00,Sunny,34 °c,"0.0
mm",1%,1004 mb,8 km/h,9 km/h
3/4/2010,15:00,Sunny,35 °c,"0.0
mm",2%,1002 mb,12 km/h,21 km/h
3/4/2010,18:00,Sunny,29 °c,"0.0
mm",0%,1003 mb,12 km/h,30 km/h
3/4/2010,21:00,Clear,27 °c,"0.0
mm",1%,1005 mb,13 km/h,19 km/h
3/5/2010,0:00,Clear,25 °c,"0.0
mm",0%,1006 mb,8 km/h,11 km/h
3/5/2010,3:00,Clear,23 °c,"0.0
mm",0%,1005 mb,6 km/h,7 km/h
3/5/2010,6:00,Clear,21 °c,"0.0
mm",0%,1007 mb,4 km/h,5 km/h
3/5/2010,9:00,Sunny,28 °c,"0.0
mm",0%,1007 mb,3 km/h,9 km/h
3/5/2010,12:00,Sunny,35 °c,"0.0
mm",1%,1004 mb,6 km/h,13 km/h
3/5/2010,15:00,Sunny,37 °c,"0.0
mm",1%,1002 mb,9 km/h,23 km/h
3/5/2010,18:00,Sunny,31 °c,"0.0
mm",0%,1003 mb,13 km/h,30 km/h
3/5/2010,21:00,Clear,27 °c,"0.0
mm",0%,1006 mb,9 km/h,20 km/h
3/6/2010,0:00,Clear,26 °c,"0.0
mm",0%,1005 mb,7 km/h,10 km/h
3/6/2010,3:00,Clear,23 °c,"0.0
mm",3%,1004 mb,5 km/h,9 km/h
3/6/2010,6:00,Clear,22 °c,"0.0
mm",0%,1006 mb,5 km/h,5 km/h
3/6/2010,9:00,Sunny,29 °c,"0.0
mm",0%,1009 mb,6 km/h,12 km/h
3/6/2010,12:00,Sunny,35 °c,"0.0
mm",0%,1006 mb,8 km/h,9 km/h
3/6/2010,15:00,Sunny,36 °c,"0.0
mm",0%,1004 mb,9 km/h,23 km/h
3/6/2010,18:00,Sunny,31 °c,"0.0
mm",1%,1007 mb,19 km/h,30 km/h
3/6/2010,21:00,Clear,26 °c,"0.0
mm",0%,1010 mb,11 km/h,28 km/h
3/7/2010,0:00,Clear,24 °c,"0.0
mm",3%,1012 mb,9 km/h,18 km/h
3/7/2010,3:00,Cloudy,20 °c,"0.0
mm",77%,1013 mb,8 km/h,25 km/h
3/7/2010,6:00,Cloudy,19 °c,"0.0
mm",76%,1015 mb,13 km/h,18 km/h
3/7/2010,9:00,Cloudy,20 °c,"0.0
mm",77%,1016 mb,7 km/h,20 km/h
3/7/2010,12:00,Partly cloudy,21 °c,"0.0
mm",43%,1014 mb,11 km/h,17 km/h
3/7/2010,15:00,Sunny,23 °c,"0.0
mm",10%,1011 mb,10 km/h,17 km/h
3/7/2010,18:00,Partly cloudy,23 °c,"0.0
mm",28%,1012 mb,10 km/h,14 km/h
3/7/2010,21:00,Overcast,20 °c,"0.0
mm",88%,1014 mb,10 km/h,14 km/h
3/8/2010,0:00,Overcast,20 °c,"0.0
mm",88%,1014 mb,7 km/h,9 km/h
3/8/2010,3:00,Patchy rain possible,20 °c,"0.1
mm",89%,1013 mb,5 km/h,7 km/h
3/8/2010,6:00,Patchy rain possible,19 °c,"0.2
mm",93%,1015 mb,5 km/h,7 km/h
3/8/2010,9:00,Patchy rain possible,20 °c,"0.1
mm",94%,1017 mb,4 km/h,11 km/h
3/8/2010,12:00,Cloudy,21 °c,"0.0
mm",63%,1015 mb,9 km/h,15 km/h
3/8/2010,15:00,Patchy rain possible,21 °c,"0.2
mm",81%,1013 mb,14 km/h,16 km/h
3/8/2010,18:00,Cloudy,19 °c,"0.0
mm",73%,1016 mb,20 km/h,26 km/h
3/8/2010,21:00,Patchy rain possible,16 °c,"0.3
mm",100%,1020 mb,9 km/h,24 km/h
3/9/2010,0:00,Patchy rain possible,16 °c,"0.3
mm",100%,1022 mb,14 km/h,23 km/h
3/9/2010,3:00,Patchy rain possible,14 °c,"0.2
mm",100%,1024 mb,15 km/h,26 km/h
3/9/2010,6:00,Patchy rain possible,13 °c,"0.4
mm",100%,1027 mb,13 km/h,24 km/h
3/9/2010,9:00,Cloudy,15 °c,"0.0
mm",62%,1029 mb,11 km/h,20 km/h
3/9/2010,12:00,Cloudy,14 °c,"0.0
mm",76%,1027 mb,10 km/h,25 km/h
3/9/2010,15:00,Overcast,14 °c,"0.0
mm",90%,1026 mb,9 km/h,24 km/h
3/9/2010,18:00,Partly cloudy,13 °c,"0.0
mm",47%,1028 mb,8 km/h,16 km/h
3/9/2010,21:00,Partly cloudy,14 °c,"0.0
mm",48%,1030 mb,6 km/h,13 km/h
3/10/2010,0:00,Partly cloudy,15 °c,"0.0
mm",43%,1030 mb,2 km/h,17 km/h
